mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
35	35	136	136	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	789					
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	790					
35	35	137	137	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	6		
35	35	137	137	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	791					
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	792					
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	793					
35	35	138	138	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/2	6	5	
35	35	138	138	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	794					
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	795					
35	35	139	139	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	796					
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	797					
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	798					
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	799					
36	36	141	141	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	800					
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	801					19
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	802					
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	803					
36	36	140	140	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	804					
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	805					20
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	806					
36	36	141	141	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	807					
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	808					21
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	809					
36	36	142	142	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	810					
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	811					22
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	812					
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	813					
36	36	141	141	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	814					
36	36	142	142	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	815					
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	816					
36	36	140	140	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	817					
36	36	141	141	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	818					
36	36	142	142	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
36	36	142	142	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	819					
36	36	143	143	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3		
36	36	287/2	287/2	0.0	7/8	7/8	FiguredBass	4/4	4	1	0					1/8	6		
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	820					
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	821					
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	822					
37	37	145	145	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	823					
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	824					23
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	825					
37	37	147	147	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	826					
37	37	144	144	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	827					
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	828					
37	37	145	145	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	829					
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	830					
37	37	146	146	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	831					
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	832					
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	833					
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	834					
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	835					
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	836					
37	37	146	146	1.5	1/2	1/2	Chord	4/4	3	1	3/8	1/4	3/2	837					
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	838					
37	37	144	144	0.0	0	0	FiguredBass	4/4	4	1	0					1/8	9		
37	37	144	144	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	839					
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	840					
37	37	145	145	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	6		
37	37	145	145	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	841					
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	842					
37	37	146	146	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	5	4	
37	37	146	146	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	843					
37	37	147	147	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/8	3		
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	844					
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	845					
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	846					
38	38	149	149	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	847					
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	848					
38	38	148	148	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	849					
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	850					
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	851					
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	852					
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	853					
38	38	150	150	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	854					
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	855					
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	856					
38	38	148	148	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	857					
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	858					
38	38	150	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	859					
38	38	148	148	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	9		
38	38	148	148	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	860					
38	38	149	149	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/8	8		
38	38	299/2	299/2	0.0	3/8	3/8	FiguredBass	4/4	4	1	0					1/8	6		
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	861					
38	38	150	150	0.0	1/2	1/2	FiguredBass	4/4	4	1	0					1/4	7	3	
38	38	150	150	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	862					
38	38	151	151	0.0	3/4	3/4	FiguredBass	4/4	4	1	0					1/4	6	4	
39	39	152	152	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	863					
39	39	154	154	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	864					
39	39	152	152	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	865					
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	866					
39	39	154	154	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	867					
39	39	152	152	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	868					
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	869					
39	39	152	152	0.0	0	0	FiguredBass	4/4	4	1	0					1/4	5	4	
39	39	152	152	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	870					
39	39	153	153	0.0	1/4	1/4	FiguredBass	4/4	4	1	0					1/4	3		
39	39	154	154	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	871					
